State,Year,Quarter,Reg_name,Reg_users
assam,2018,3,nagaon,40687
assam,2018,3,sonitpur,38797
assam,2018,3,kamrup,33197
assam,2018,3,tinsukia,32870
assam,2018,3,jorhat,32134
assam,2018,3,dhubri,22705
assam,2019,3,kamrup metropolitan,340588
assam,2019,3,nagaon,100993
assam,2019,3,barpeta,92001
assam,2019,3,cachar,88048
assam,2019,3,dibrugarh,84029
assam,2019,3,sonitpur,83930
assam,2019,3,kamrup,75174
assam,2019,3,tinsukia,68999
assam,2019,3,jorhat,63858
assam,2019,3,dhubri,48953
assam,2022,3,kamrup metropolitan,854019
assam,2022,3,nagaon,300653
assam,2022,3,barpeta,267667
assam,2022,3,cachar,257370
assam,2022,3,sonitpur,235752
assam,2022,3,dibrugarh,234149
assam,2022,3,kamrup,221721
assam,2022,3,tinsukia,199942
assam,2022,3,jorhat,171824
assam,2022,3,dhubri,154896
uttarakhand,2021,3,dehradun,963594
uttarakhand,2021,3,haridwar,669249
uttarakhand,2021,3,udham singh nagar,568881
uttarakhand,2021,3,nainital,309820
uttarakhand,2021,3,pauri garhwal,155054
uttarakhand,2021,3,tehri garhwal,119032
uttarakhand,2021,3,almora,102118
uttarakhand,2021,3,pithoragarh,84476
uttarakhand,2021,3,chamoli,73432
uttarakhand,2021,3,uttarkashi,59174
uttarakhand,2020,3,dehradun,711303
uttarakhand,2020,3,haridwar,491252
uttarakhand,2020,3,udham singh nagar,418390
uttarakhand,2020,3,nainital,227497
uttarakhand,2020,3,pauri garhwal,112287
uttarakhand,2020,3,tehri garhwal,85276
uttarakhand,2020,3,almora,72829
uttarakhand,2020,3,pithoragarh,60279
uttarakhand,2020,3,chamoli,52184
uttarakhand,2020,3,uttarkashi,42144
uttarakhand,2023,3,dehradun,1419173
uttarakhand,2023,3,haridwar,1003648
uttarakhand,2023,3,udham singh nagar,858970
uttarakhand,2023,3,nainital,460046
uttarakhand,2023,3,pauri garhwal,232186
uttarakhand,2023,3,tehri garhwal,179437
uttarakhand,2023,3,almora,153779
uttarakhand,2023,3,pithoragarh,127530
uttarakhand,2023,3,chamoli,110883
uttarakhand,2023,3,uttarkashi,89519
uttarakhand,2018,3,dehradun,246477
uttarakhand,2018,3,haridwar,174526
uttarakhand,2018,3,udham singh nagar,162754
uttarakhand,2018,3,nainital,79936
uttarakhand,2018,3,pauri garhwal,36059
uttarakhand,2018,3,tehri garhwal,23575
uttarakhand,2018,3,almora,20152
uttarakhand,2018,3,pithoragarh,16483
uttarakhand,2018,3,chamoli,14112
uttarakhand,2018,3,uttarkashi,10793
uttarakhand,2019,3,dehradun,486157
uttarakhand,2019,3,haridwar,334619
uttarakhand,2019,3,udham singh nagar,292858
uttarakhand,2019,3,nainital,153561
uttarakhand,2019,3,pauri garhwal,73363
uttarakhand,2019,3,tehri garhwal,52090
uttarakhand,2019,3,almora,44182
uttarakhand,2019,3,pithoragarh,36353
uttarakhand,2019,3,chamoli,32036
uttarakhand,2019,3,uttarkashi,25151
uttarakhand,2022,3,dehradun,1205785
uttarakhand,2022,3,haridwar,846066
uttarakhand,2022,3,udham singh nagar,722008
uttarakhand,2022,3,nainital,389791
uttarakhand,2022,3,pauri garhwal,196481
uttarakhand,2022,3,tehri garhwal,151445
uttarakhand,2022,3,almora,129898
uttarakhand,2022,3,pithoragarh,107498
uttarakhand,2022,3,chamoli,93488
uttarakhand,2022,3,uttarkashi,75369
manipur,2021,3,imphal west,110506
manipur,2021,3,imphal east,71436
manipur,2021,3,thoubal,33478
manipur,2021,3,bishnupur,31996
manipur,2021,3,churachandpur,27600
manipur,2021,3,kangpokpi,22416
manipur,2021,3,kakching,14924
manipur,2021,3,ukhrul,11045
manipur,2021,3,tamenglong,9326
manipur,2021,3,chandel,7597
manipur,2020,3,imphal west,79723
manipur,2020,3,imphal east,51383
manipur,2020,3,thoubal,24183
manipur,2020,3,bishnupur,22965
manipur,2020,3,churachandpur,19501
manipur,2020,3,kangpokpi,15966
manipur,2020,3,kakching,10752
manipur,2020,3,ukhrul,7657
manipur,2020,3,tamenglong,6475
manipur,2020,3,chandel,5252
manipur,2023,3,imphal west,164350
manipur,2023,3,imphal east,106699
manipur,2023,3,thoubal,50179
manipur,2023,3,bishnupur,47895
manipur,2023,3,churachandpur,41799
manipur,2023,3,kangpokpi,33690
manipur,2023,3,kakching,22516
manipur,2023,3,ukhrul,16460
manipur,2023,3,tamenglong,14077
manipur,2023,3,chandel,11414
manipur,2018,3,imphal west,21696
manipur,2018,3,imphal east,13541
manipur,2018,3,thoubal,6112
manipur,2018,3,bishnupur,5106
manipur,2018,3,churachandpur,3420
manipur,2018,3,kangpokpi,3073
manipur,2018,3,kakching,2326
manipur,2018,3,ukhrul,1346
manipur,2018,3,tamenglong,1268
manipur,2018,3,jiribam,1086
manipur,2019,3,imphal west,45268
manipur,2019,3,imphal east,28331
manipur,2019,3,thoubal,12427
manipur,2019,3,bishnupur,11647
manipur,2019,3,churachandpur,9071
manipur,2019,3,kangpokpi,7621
manipur,2019,3,kakching,5355
manipur,2019,3,ukhrul,3488
manipur,2019,3,tamenglong,3085
manipur,2019,3,chandel,2581
manipur,2022,3,imphal west,138892
manipur,2022,3,imphal east,90100
manipur,2022,3,thoubal,42321
manipur,2022,3,bishnupur,40486
manipur,2022,3,churachandpur,35081
manipur,2022,3,kangpokpi,28377
manipur,2022,3,kakching,18979
manipur,2022,3,ukhrul,14002
manipur,2022,3,tamenglong,11830
manipur,2022,3,chandel,9647
andhra-pradesh,2021,3,visakhapatnam,2707931
andhra-pradesh,2021,3,east godavari,2150622
andhra-pradesh,2021,3,krishna,2145423
andhra-pradesh,2021,3,guntur,2110878
andhra-pradesh,2021,3,chittoor,2007011
andhra-pradesh,2021,3,anantapur,1606735
andhra-pradesh,2021,3,kurnool,1522196
andhra-pradesh,2021,3,west godavari,1436576
andhra-pradesh,2021,3,spsr nellore,1263550
andhra-pradesh,2021,3,prakasam,1239147
andhra-pradesh,2020,3,visakhapatnam,2058346
andhra-pradesh,2020,3,east godavari,1601940
andhra-pradesh,2020,3,krishna,1599289
andhra-pradesh,2020,3,guntur,1567595
andhra-pradesh,2020,3,chittoor,1506503
andhra-pradesh,2020,3,anantapur,1186851
andhra-pradesh,2020,3,kurnool,1132240
andhra-pradesh,2020,3,west godavari,1053674
andhra-pradesh,2020,3,spsr nellore,937176
andhra-pradesh,2020,3,prakasam,915240
andhra-pradesh,2023,3,visakhapatnam,4035323
andhra-pradesh,2023,3,east godavari,3211557
andhra-pradesh,2023,3,krishna,3177643
andhra-pradesh,2023,3,guntur,3137289
andhra-pradesh,2023,3,chittoor,2981337
andhra-pradesh,2023,3,anantapur,2421293
andhra-pradesh,2023,3,kurnool,2295754
andhra-pradesh,2023,3,west godavari,2146530
andhra-pradesh,2023,3,spsr nellore,1887005
andhra-pradesh,2023,3,prakasam,1868997
andhra-pradesh,2018,3,visakhapatnam,769096
andhra-pradesh,2018,3,east godavari,558982
andhra-pradesh,2018,3,krishna,537086
andhra-pradesh,2018,3,guntur,518931
andhra-pradesh,2018,3,chittoor,515727
andhra-pradesh,2018,3,anantapur,405855
andhra-pradesh,2018,3,kurnool,394311
andhra-pradesh,2018,3,west godavari,349782
andhra-pradesh,2018,3,spsr nellore,322446
andhra-pradesh,2018,3,prakasam,314899
andhra-pradesh,2019,3,visakhapatnam,1460464
andhra-pradesh,2019,3,krishna,1066546
andhra-pradesh,2019,3,east godavari,1057167
andhra-pradesh,2019,3,chittoor,1032733
andhra-pradesh,2019,3,guntur,1026418
andhra-pradesh,2019,3,anantapur,773656
andhra-pradesh,2019,3,kurnool,755024
andhra-pradesh,2019,3,west godavari,662102
andhra-pradesh,2019,3,spsr nellore,619592
andhra-pradesh,2019,3,prakasam,598568
andhra-pradesh,2022,3,visakhapatnam,3397514
andhra-pradesh,2022,3,east godavari,2702234
andhra-pradesh,2022,3,krishna,2685215
andhra-pradesh,2022,3,guntur,2647100
andhra-pradesh,2022,3,chittoor,2517657
andhra-pradesh,2022,3,anantapur,2030824
andhra-pradesh,2022,3,kurnool,1924127
andhra-pradesh,2022,3,west godavari,1805967
andhra-pradesh,2022,3,spsr nellore,1588875
andhra-pradesh,2022,3,prakasam,1567520
rajasthan,2021,3,jaipur,4534297
rajasthan,2021,3,alwar,1374586
rajasthan,2021,3,jodhpur,1202937
rajasthan,2021,3,sikar,892015
rajasthan,2021,3,ajmer,835375
rajasthan,2021,3,nagaur,787565
rajasthan,2021,3,kota,777099
rajasthan,2021,3,bhilwara,760232
rajasthan,2021,3,udaipur,716657
rajasthan,2021,3,jhunjhunu,660246
rajasthan,2020,3,jaipur,3433167
rajasthan,2020,3,alwar,1008033
rajasthan,2020,3,jodhpur,870849
rajasthan,2020,3,sikar,652190
rajasthan,2020,3,ajmer,605298
rajasthan,2020,3,kota,577117
rajasthan,2020,3,nagaur,564788
rajasthan,2020,3,bhilwara,548564
rajasthan,2020,3,udaipur,522695
rajasthan,2020,3,jhunjhunu,484411
rajasthan,2023,3,jaipur,6745507
rajasthan,2023,3,alwar,2100632
rajasthan,2023,3,jodhpur,1793526
rajasthan,2023,3,sikar,1350861
rajasthan,2023,3,ajmer,1240780
rajasthan,2023,3,nagaur,1190241
rajasthan,2023,3,kota,1170118
rajasthan,2023,3,bhilwara,1161222
rajasthan,2023,3,udaipur,1075658
rajasthan,2023,3,jhunjhunu,998478
rajasthan,2018,3,jaipur,1438305
rajasthan,2018,3,alwar,345018
rajasthan,2018,3,jodhpur,278965
rajasthan,2018,3,kota,218406
rajasthan,2018,3,sikar,216465
rajasthan,2018,3,ajmer,193489
rajasthan,2018,3,bhilwara,184376
rajasthan,2018,3,udaipur,176698
rajasthan,2018,3,nagaur,170749
rajasthan,2018,3,jhunjhunu,162942
rajasthan,2019,3,jaipur,2520933
rajasthan,2019,3,alwar,666462
rajasthan,2019,3,jodhpur,557784
rajasthan,2019,3,sikar,412367
rajasthan,2019,3,kota,399776
rajasthan,2019,3,ajmer,378921
rajasthan,2019,3,bhilwara,352747
rajasthan,2019,3,nagaur,337197
rajasthan,2019,3,udaipur,336408
rajasthan,2019,3,jhunjhunu,307034
rajasthan,2022,3,jaipur,5696726
rajasthan,2022,3,alwar,1755844
rajasthan,2022,3,jodhpur,1517702
rajasthan,2022,3,sikar,1133443
rajasthan,2022,3,ajmer,1050146
rajasthan,2022,3,nagaur,1001401
rajasthan,2022,3,kota,982248
rajasthan,2022,3,bhilwara,971352
rajasthan,2022,3,udaipur,908034
rajasthan,2022,3,jhunjhunu,839052
haryana,2021,3,gurugram,2589324
haryana,2021,3,faridabad,1459758
haryana,2021,3,hisar,606513
haryana,2021,3,sonipat,549613
haryana,2021,3,rewari,522734
haryana,2021,3,panipat,489226
haryana,2021,3,karnal,464990
haryana,2021,3,jhajjar,390612
haryana,2021,3,palwal,387557
haryana,2021,3,rohtak,380370
haryana,2020,3,gurugram,1949331
haryana,2020,3,faridabad,1094570
haryana,2020,3,hisar,453910
haryana,2020,3,sonipat,402001
haryana,2020,3,rewari,388025
haryana,2020,3,panipat,357830
haryana,2020,3,karnal,344289
haryana,2020,3,palwal,285223
haryana,2020,3,jhajjar,284852
haryana,2020,3,rohtak,280325
haryana,2023,3,gurugram,3846607
haryana,2023,3,faridabad,2177737
haryana,2023,3,hisar,913340
haryana,2023,3,sonipat,828230
haryana,2023,3,rewari,788131
haryana,2023,3,panipat,735266
haryana,2023,3,karnal,690422
haryana,2023,3,jhajjar,591881
haryana,2023,3,palwal,585232
haryana,2023,3,rohtak,570001
haryana,2018,3,gurugram,767369
haryana,2018,3,faridabad,383316
haryana,2018,3,hisar,176380
haryana,2018,3,rewari,138368
haryana,2018,3,sonipat,132705
haryana,2018,3,panipat,124290
haryana,2018,3,karnal,121471
haryana,2018,3,sirsa,109165
haryana,2018,3,rohtak,101649
haryana,2018,3,ambala,92472
haryana,2019,3,gurugram,1447473
haryana,2019,3,faridabad,792884
haryana,2019,3,hisar,308179
haryana,2019,3,rewari,266893
haryana,2019,3,sonipat,261554
haryana,2019,3,panipat,235346
haryana,2019,3,karnal,230603
haryana,2019,3,rohtak,190137
haryana,2019,3,palwal,188217
haryana,2019,3,jhajjar,185095
haryana,2022,3,gurugram,3251792
haryana,2022,3,faridabad,1837594
haryana,2022,3,hisar,766206
haryana,2022,3,sonipat,697349
haryana,2022,3,rewari,663418
haryana,2022,3,panipat,618937
haryana,2022,3,karnal,584928
haryana,2022,3,jhajjar,497580
haryana,2022,3,palwal,492837
haryana,2022,3,rohtak,481082
mizoram,2021,3,aizawl,52313
mizoram,2021,3,lunglei,12614
mizoram,2021,3,lawngtlai,9954
mizoram,2021,3,kolasib,7229
mizoram,2021,3,champhai,5935
mizoram,2021,3,mamit,5392
mizoram,2021,3,serchhip,4255
mizoram,2021,3,saiha,2955
mizoram,2020,3,aizawl,36225
mizoram,2020,3,lunglei,8442
mizoram,2020,3,lawngtlai,6412
mizoram,2020,3,kolasib,4923
mizoram,2020,3,champhai,3883
mizoram,2020,3,mamit,3597
mizoram,2020,3,serchhip,2871
mizoram,2020,3,saiha,1962
mizoram,2023,3,aizawl,78038
mizoram,2023,3,lunglei,19056
mizoram,2023,3,lawngtlai,15259
mizoram,2023,3,kolasib,11036
mizoram,2023,3,champhai,8968
mizoram,2023,3,mamit,8205
mizoram,2023,3,serchhip,6340
mizoram,2023,3,saiha,4476
mizoram,2018,3,aizawl,8460
mizoram,2018,3,lunglei,1751
mizoram,2018,3,kolasib,1012
mizoram,2018,3,lawngtlai,922
mizoram,2018,3,champhai,729
mizoram,2018,3,serchhip,633
mizoram,2018,3,mamit,599
mizoram,2018,3,saiha,396
mizoram,2019,3,aizawl,18992
mizoram,2019,3,lunglei,4197
mizoram,2019,3,lawngtlai,2647
mizoram,2019,3,kolasib,2497
mizoram,2019,3,champhai,1733
mizoram,2019,3,mamit,1655
mizoram,2019,3,serchhip,1512
mizoram,2019,3,saiha,901
mizoram,2022,3,aizawl,65940
mizoram,2022,3,lunglei,16062
mizoram,2022,3,lawngtlai,12771
mizoram,2022,3,kolasib,9300
mizoram,2022,3,champhai,7576
mizoram,2022,3,mamit,6931
mizoram,2022,3,serchhip,5390
mizoram,2022,3,saiha,3765
